label,text
neutral,"В то время, как многие ринулись смотреть ""50 оттенков серого"", очень рекомендую к просмотру ""Левиафан"". Крайне глубокая и осмысленная картина."
negative,"Страшно - это когда удаляешь номер из телефонной книги, не потому что 
поссорился с человеком, а потому что его больше нет в живых."
negative,"Итак, благодаря пидарасам из министерств и ведомств нас лишили жежешечки, лирушечки и даже поисковика на майл.ру, не считая всего прочего. Опять. Экстремизм, он, знаете ли, не дремлет. Эх, где там мой FoxyProxy?.."
positive,"Я была нормальной.Честно.Пока не встретила этих психопаток. Только ***she_anastasia (Настена) может отлупить тебя со всей силы, покусать, наорать на тебя и сделать тебя виноватым во всем на свете. Только **[id124628548|Сончинелла]  может слушать тебя 2 часа подряд а потом спросить ,-"" Ты о чем ?"". Только от **[id95621747|Ленора]  за пару ты можешь 50 раз услышать слово дыбил, только с ней ты можешь драться на паре пока препод не смотрит.  Я порой готова пристрелить их, но тогда как я буду без них.
Девчонки я люблю вас и очень рада что вы у меня есть )))))*****!!!!!!!"
positive,Моему сокровищу исполнилось 10 месяцев))) солнышко мое люблю тебя больше жизни!)))
positive,"думал хоть в Моршине отдохну, тусить не буду) а нет)) сегодня во Львов)"
negative,нехрен было поддерживать нацистов на украине!))))))))))
neutral,В чунях на своей Родине сижу
negative,"...но, что самое смешное, больше нет мечты..."
negative,А меня значит кинули с печенюшками? О_о
neutral,После душа
neutral,А вот вам всем пятничная лиса!
neutral,"Колян,от нас не скроешься,да!))))"
neutral,"Жизнь не для того, чтобы ждать, пока стихнет ливень. Она для того, чтобы учиться танцевать под дождем☔️💃"
positive,"ЛЮБИ СЕБЕ,ЧИХАЙ НА ВСЕХ,И В ЖИЗНИ ЖДЕТ ТЕБE УСПЕХ!!!!"
positive,"И все же красные мартинсы — это очень круто, да."
positive,хочу этот гениальный ключ!
neutral,я просто оставлю это здесь.
neutral,Я считаю на аву)))
neutral,Вечером Кататься)))))
neutral,"Что делают люди когда им вырубили свет? Правильно, бегут к окну посмотреть каким еще домам электричество вырубили!"
positive,Я тебе это пела пока моё серце не началось биться быстрее от.........того кого увидела спустя пол года.......
negative,"Арсенал,Арсенал...Ну как так? (("
positive,"аааАлиса ты извини но я не могла пройти мимо этого мимо 
очень замечательно и далее тоже, но ты тут такая красивая"
neutral,"Танцуем под ДДТ - Это Всё
"
neutral,Остановись и подумай. 
positive,Теперь я мамочка вдвойне!!!!!!!!
neutral,Нашло в пакете)) хотя его не заказывая)
neutral,Дедуличка и бабуличка)
neutral,ребята я дома
negative,"'Я перезвоню', 'мы ещё встретимся', 'всё наладится' - самое жизненное наебалово."
negative,Всё ппц мне настал работаю 7 дней в неделю! xD
negative,нас убивают
neutral,Приветствую Вас Адель. У меня к вам предложение партнерства в новом направлении млм бизнеса который не требует обемов и продаж. Это уникальная новинка на мировом рынке телекомуникаций. Моя стран. patokavv.worldgmn.com 
positive,похуй пляшем!!!!
positive,"ееее) матстат, давайдосвидания ))"
neutral,еду в Голландию.....
neutral,"Пришло время отключить домашний телефон!
"
positive,"Утро бывает добрым? Хм,
наверное, когда просыпаешься
часиков так в 11 и любимая
сонная морда спит на соседней
подушке )"
positive,правда милая Яяя?
negative,пафосные блондинки с куриным мозгом рулят!..(((
neutral,"Еду в Нью Йорк. Слушаю смысловые галлюцинации. Хорошо иногда одному куда то далеко уехать, есть время думать. 9 часов осталось, кто не спит или проснулся, напишите мне что то. Не могу заснуть."
positive,"Если кто ещё не знает, у нас новый член семьи - двухмесячная детка Джессика. Джесс и Тейси... Младшая не из пугливых, смело нападает на старшую несмотря на 30-кратный перевес второй 😃. А по общему впечатлению, я честно говоря никогда не думала, что маленькие собачки бывают такие сообразительные и славные, очень приятно удивлена! 
Мы с  девчонками 😍🐶🐕 #собакалучшийдруг #собакилучшекошек #люблюихочень"
negative,"Остаються только бабы, но без допинга любого бабы выглядят как ЖАБЫ!!!"
positive,"Фрэнк Оушен из Odd Future выпустил великий - без преувеличения - альбом. Говоря кратко: нашелся человек, который смог примирить городскую тоску The Weeknd и пафос Джона Ледженда - и записать самый живой и жизнелюбивый альбом последнего времени. Ура"
positive,"Береги ту, что за тебя плачет... БОГ бережет тебя за ее слезы♥♥♥"
positive,Во какое древнее видео откопал) играю в школе на расстроенном пианино)обожаю эту песню)))и ставить скобки после текста ))))))))))
neutral,Неправильно освященная ракета ударилась о небесную твердь — на Яндекс.Видео
positive,"старая тема, но до сих пор нравится."
neutral,"Люди говорят, что ты изменился, когда ты просто перестал вести себя, как им хочется"
positive,"Моим ❤️любимым❤️девочкам посвящается...
Я вас никому не отдам 😉💋🍓"
positive,"посмотри , угарная штука)"
neutral,"Нажмите на открытку, чтобы прочитать пожелание. 
"
neutral,Читать всем :-)
neutral,"Диверсия в команде Медведева!
В 15:00, вот по-этому адресу -  (Телеканал ""Вести""), вы увидите, как Генерал Пижамной Армии (My Duck's Vision) лично предложит Медведеву сменить монтажера его видео,
а перед этим покажет ему ролик про его ""дрочилу"" монтажера :)
Само видео прилагается ниже."
negative,я охуел...
positive,Готовимся к лету🙈🍓🌴☀
neutral,"Только это не Харьков, а Львов. "
positive,"Посидели, поговорили :D"
neutral,Оживи это граффити! Жми сюда: VK.COM/LIVEGR#G56876200
positive,"Гениальный ролик) ...Вас достали пробки на дорогах, проблемы с ГИБДД, вас бесят проблемы с резиной? Семейный, полноприводный внедорожник Т-90С ;D"
neutral,Тебе это ничего не напоминает?
positive,"Народ! мы лучшие =) как бы пошло не звучало, но будучи сперматозоидом, мы заняли первое место и появились на свет =) а сколько было соперников...))"
neutral,"Вот и банковский курс взлетел до 23-26.
Год назад в такие цифры поверить было сложно.
"
neutral,И в советское время была такая же показушная по.литика .Показать всем ; вот мы какие . А свой Иван и так потерпит .
neutral,".. Вся НОВАЯ ИНФОРМАЦИЯ ! теперь у меня будет пополняться только ""здесь внизу"" (копирование отрывков из ""разл. текстов"") .. и в различных комментариях в ""соответствующих разделах"" (темах)
.. ДОБАВЛЯЕТСЯ ОНА ПОСТОЯННО!!!
- Вот ссылки на разные темы (разделы):

- Здесь мои размышлизмы (мысли)) - ""о самом главном"": "
negative,«Дзынь!»- разлетелись мелкой стеклянной крошкой розовые очки…. Потому как не фиг…
neutral,Легкий перекус с Масей ;)
neutral,"...Я на нем панк-рок пиздоню, не найти во мне изъян...)))))))))"
negative,"Все на свете должно происходить медленно и неправильно, чтобы не сумел загордиться человек, чтобы человек был грустен и растерян. (Москва-Петушки)"
positive,"Люблю вас , вы самые лучшие Ленка,Лёшка,Серёжка,Алёнка,Светка,Максим,Катька,Юльки и Тёмики  и даже Мишка.Некоторым людям нравится эта песня и они знают кому!!! Буду скучать((("
neutral,"все говорят что я спокойная,
они меня просто с подругами не
видели)))"
positive,А я её люблю сильно сильно ... и эта любовь не описывается никакими словами...
positive,Наталья Гаркович придумала и провела этот Рождественский флэшмоб в Минске.Молодец дивчина!
neutral,"Все эти люди меркнут, по сравнению с Евгенией Васильевой из ОборонСервиса"
negative,"Прилетел из Перми. город к посещению не советую! Грязь, холодно, трущебы, развалины, сугробы..."
negative,"прощай, надя. не поминай лихом. лежу в канаве с перерезанным горлом.............."
negative,"""Нет единственных!..люби того,кто рядом!""    — Я люблю тебя.  — Ты не умеешь любить! Для тебя любить — это страдать…  Не спать ночами, кругами ходить. Тогда ты чувствуешь, что живешь. А это не любовь."
neutral,НАШ ГОРОД!!!
negative,статус...французский...нет слов...всю малину мне портит...(((
positive,СЧАСТЛИВОГО ПУТИ!!!
positive,"Рада, что ты в конце концов появился здесь..."
positive,"бля писец впервые за 2.5 года мне кто то понравился, такое чувство приятное)"
positive,Моя куколка) [id120860604|Анна Давидян]
negative,незаслуженные случайности как же я их ненавижу.
neutral,Реально много народу )
positive,Эх...станцевать бы)))
positive,"Наташа купила два лака!
аха)"
positive,"Ахахах, ты так без палева пробежала..Он ничего даже не заметил...ахах.."
neutral,"""Смайл,ты не хочешь сентрём спавн разбанить?"" ""Не..."" :DDDD"
positive,Респект таким парням :3
neutral,"Сынуль и запомни)))девочки любят когда их берут силой и грубо,хоть и не говорят об этом)-_-"
neutral,узнай Овика и Русика)))
neutral,Друзья! Поделитесь Photoshop (ом) со мной!!!!! Пожаааааалуйста!!!!! =)
positive,Сыночку сегодня 1 годик!!!! УРРРРРРРААААААААААААААА!!!!
neutral,альтернатива максим)
neutral,Вернулся в Москву:
positive,"Финал ББешечки, красиво стильно"
neutral,Побудь дома))
neutral,"Н-О-В-А-Я   П-Е-С-Н-Я...!!!
""Гоша Мармеладов -  Не твой герой (""6-ой Регион"" rec)
 
СЛУШАЙТЕ,КОММЕНТИРУЙТЕ,ПОДПИСЫВАЙТЕСЬ..."
negative,"Сложнее всего забывать тех людей, с которыми ты забывал обо всем."
neutral,"Главный тренер «Манчестер Юнайтед»сэр Алекс Фергюсон может быть вынужден приобрести полузащитника ""Наполи"" и сборной Словакии Марека Гамшика в зимнее трансферное окно из-за пристального интереса «ПСЖ» к футболисту. 

«МЮ» следит за игрой словака ещё с времён выступлений за «Брешию», а брат сэра Алекса и главный скаут клуба Мартин Фергюсон часто бывал на матчах с участием Гамшика в прошлом сезоне. 

Однако раскошелившийся на Хавьера Пасторе и Кевина Гамейро «ПСЖ» решительно намерен усилиться Мареком, из-за чего «МЮ» может вступить в своеобразный аукцион"
neutral,Расскажите что-нибудь интересное
positive,Любимое сочетание))) рис и свежие овощи с грядки))) ммммм)) #явтренде
neutral,"[club39080114|Рак]
• 12 сентября (среда) Раки если в вашей жизни появился человек, с которым вы забываете прошлое, значит этот человек - ваше будущее."
negative,самая бредовая и идиотская статья про троллинг. точнее она даже не про троллинг. увидел в газете. очень позабавило.
neutral,помнишь песенку?))))
neutral,А что если всё вернуть?
neutral,"Глаза карего цвета. 

Очень энергичны. В них много страсти и энергии. Очень много требуют от близких людей и любят обижаться из-за ничего. Ими правит азарт, это очень деятельные натуры. Очень чувственны и любят много внимания, скорее слишком его любят, я бы даже сказал они в нём нуждаются."
neutral,"Беля, что тебе там Кадыш такое делает интересное 0))"
negative,"- А у тебя парень когда будет? - Когда встречу реального парня, а не 
бабу, которая будет ждать от меня первых шагов, звонков и смс"
positive,"перспективный молодой человек

классная музыка

а кто ты?"
negative,"А ещё кароч бесит когда люди что то хотят сказать и публикуют это в статусе! пиздец просто, нахуй всем ваши проблемы?"
negative,"тварь,ты за всё ответишь!кстати и за взломы страниц тоже!"
neutral,Мир Труд Май
neutral,"сегодня приснилось, что мы ([id872068|Наташа Филимонова] и [id1325480|Pavel Sharshatkin] ) и еще какой-то веселый народ. Отплясывали ламбаду в городе N."
negative,имей совесть отдай карту!!!!
neutral,не сдержалась)
positive,всех люблю)
neutral,Приветик!!! А я что-то редко стала заглядывать на сайт ))) Собираемся с девчонками заглянуть в караван в следующую пятницу. Вы работаете?
neutral,"Кто понял, пожалуйста напишите в комментах что он хотел сказать"
neutral,как те пидорский мой голос
neutral,Раньше все лифты были ими обклеены и холодильники))
negative,"Формально-прощашки со школой.
Здравствуй новая (хуёвая,взрослая,нужное подчеркнуть) жизнь."
negative,"Время неумолимо движется вперёд, и чем больше хочется его остановить, тем быстрее оно летит..."
negative,не фватает кориспондета*** скучаю по вам***
negative,"че ж так бесит-то все, а..."
positive,ох соскучилась
positive,"Вот она соляга клёвая, и у чувака вокал клёвый..."
neutral,Как много сделано шагов - и как мало пройдено дорог...
positive,Тусим!хватит!погнали!
positive,"Читаю дневник парня из Блокадного Ленинграда, 1941-1942 гг. Осознал цену жизни, мира, хлеба. Очень сильная вещь!"
neutral,Свадебная прогулка!!! Гасииии...
positive,"""люблю тебя солнышко"""
neutral,мзфк надо кота идти кормить!((  А сколько коты могут не есть?
neutral,"Прекрасный текст. Щелчок по носу блюстителям морали и «традиционных ценностей».
Получитераспишитесь, как говорится."
negative,Практика! Язви её в душу! Практика!!!
positive,как же я его люблю!!!!
positive,Богиня общаг Львова
neutral,Завтра(в пятницу) есть лёгкая атлетика???
positive,"Я хочу найти работу, где мои качества проявятся наилучшим образом, Хочу, чтобы вокруг были удивительные люди, у которых можно учиться, чтобы меняться, творить и создавать! Где любовь и человечность создают атмосферу, и то, что ты делаешь приносит пользу, и рождает желание двигаться дальше, стремиться, помогать согревать. А после трудов, энергия денег проложит себе дорогу, войдёт в мою жизнь, станет удивительным источник новых возможностей, будет наполнять меня и близких людей энергиией жизни. Хочу радовать людей, хочу зажигать улыбки и наполнять этот мир счастьем!!! 
Найдись, я жду тебя..."
neutral,Отомстил за цска!))
neutral,"Если Гамлет зол - то это воплощение злости, если Гамлет рад - то это воплощение радости. (с) неЯ"
negative,"""Не обманывайтесь, у них у всех есть скелеты в шкафу. У некоторых, неибаццо, кладбище в шкафах. Открываете дверцу, а из шкафа, нахер, вороны летят."" ©"
negative,пьяная рожа
neutral,"Здраствуйте, может это чушь, как говорил Максим, но у меня совсем другая ситуация. После 5 месяцев отношений, где в то время он 3 раза предлагал расстаться, будто мне от того что он уйдет будет лучше и я найду за него лучше. Сегодня он мне позвонил и сказал, что хочет расстаться, но сказал что любит очень сильно, и может если что то у него уладится у нас будет все хорошо как прежде.
Меня болело и болит что-то внутри, никогда так не было и жутко хочется плакать, что это? И что мне делать с ним, что писать, стоит ли ждать. Я не хочу без него, что мне делать, подскажите, не игнорируйте! Спасибо за внимание, буду ждать ответа."
neutral,"вдруг сердце остановилось, и я почувствовала запах роз"
neutral,"Я знаю, что такое любовь, – сочувственно промолвил кот. – Это когда в тебя старыми башмаками швыряют и холодной водой с балконов обливают (Т. Пратчетт)."
positive,Президент чувашии под неее классно двигается))))))))))
neutral,Разгон майданутых в Луганске
negative,Обидно за Родину!!!
negative,Нeкоторыe события больнeй чeм удaры по почкaм.
negative,оригинально блять
positive,"Ну что же, я сдала на права ... и теперь могу авторитетно заявить что в нашей семье пополнение!"
neutral,Мы всегда стремимся к запретному и желаем недозволенного
positive,Вечерняя гроза ) Приятный бонус
neutral,"ваняя,хелп ми плиииз!!!!!!!!!! у меня всё тормозит,не знаю,как в личку написать,поэтому сюда пишу. как делать географию,что вообще писать там надо???????????????"
neutral,"Дева ( 12 сентября )
12 сентября, четверг

Девы, вы любите тех, кто делает вам больно!"
positive,выздоравливай:*
neutral,и вновь в NG
neutral,"Я знаю, почему мне не спится..... одному спать уже не интересно=)))))))"
neutral,Какая лучше всего???
neutral,♥Реально красиво рисует.avi♥
positive,Ура я стал Папочкой !!!
neutral,"Оборотни в Российском Крыму [18+]
"
neutral,"Наконец ,мне объяснит кто- есть Российские войска на Украине ,или нет?"
positive,"Анюта,день был на ура..))"
positive,мне кажется с тобой ми били всегда как родние сестри и навсегда останемся ими Дианка Лисица я тебя люблю!!!!
positive,=DDD прикольнааая))продолжай в том же духе=*Веталька))
neutral,Коллаж от александр калашник
neutral,В наличии есть жилетка Max Mara. Цена 7000. Мех кролика и все остальное из кожи. Размер S. СПЕШИТЕ!!! Все предложения по покупке пишите в личку!
positive,"он тот, с кем я хочу быть всегда
он тот, чья улыбка делает меня самой
счастливой
он тот, кто заставляет меня улыбаться
я поняла с ним, что такое счастье, что
такое душевное тепло, что такое любовь,
я благодарна ему за то, что он всегда
рядом
в трудную минуту он разделяет горе со
мной, а в минуты моего счастья счастлив
больше меня…
его голос для меня, как самая любимая
песня
его взгляд греет мою душу, он — самое
дорогое"
positive,"Чем больше в душе солнца, тем ярче жизнь вокруг))"
neutral,Открыл для себя заново Австралию на Гугл Картах.
negative,"А откуда известно, что сооружения были немецкими, а затем модернизированы поляками? Честно говоря, хорошо представляя как выглядели немецкие сооружения времен Первой Мировой, и представляя объем выполненых работ, я не понимаю зачем это было делать? По-моему проще было новое сооружение построить, нет?"
neutral,"Не важно сколько силы, главное
сколько храбрости."
neutral,БОБЕР УКУСИЛ БРЕВНО И ОТРАВИЛСЯ СМОТРЕТЬ БЕСПЛАТНО И БЕЗ СМС.
neutral,На тебе воспоминания)))
positive,жизнь удалась)))
neutral,"Если у меня нет СП,то ето не означает,что я свободна. Просто троих в СП не поставишь..........*)))"
neutral,что за ава?
neutral,"Сколько бы недостатков не было у человека, он всегда будет идеальным, если он любимый."
negative,скучьно бля...
positive,любимый момент)
positive,моя Ксю.....скучаююю((
negative,"Зима сбежала, суетливо хлопнув дверью,
И в душу ломится обманщица весна.
Нам остается лишь оплакивать потери
И врать себе, что это лето навсегда"
positive,ЕДУ ДОМООООЙ)))))
positive,"лол)приятно)
критику мне"
positive,"Что за глазки, что за щёчки,
Губки, словно розы цвет!
Нет милее моей дочки,
В целом мире лучше нет!..Люблю..,💋💋💋❤❤❤"
positive,😆 не устаю слушать)))
neutral,"Эй! Всё, что ни делается - всё к лучшему Ха ха, конечно, самоуспокоение сомнениями душит Плюс ещё неразбериха в личной жизни И тяжело без верной половины, почти шиза Лишь по ночам случайно посещает муза, А я ещё твёрдо не стою на ногах!"
negative,"Считаешь себя стервой? Ты не стерва, ты ДУРА! Ты 
везде кричишь о своей стервозности. Стерва - та, кто с милой улыбкой и 
вкрадчивым голосом вынесет моск и сломает жизнь."
neutral,Вот такой тебя должен пугать!:)
positive,вот эта вообще крутецкая полу4илась +)
negative,ДА ЧТО Ж ЗА ХРЕНЬ ТО????
neutral,"«Рекламный дизайн, убеждающий людей покупать вещи, которые им не нужны, на деньги, которых у них нет, для того, чтобы произвести впечатление на других людей, которым нет до этого никакого дела, возможно является самой фальшивой профессией сегодняшних дней.» © В. Папанек"
positive,С настоящим мачо нашего лагеря Сергеем Ревенко)))
negative,"Попытайся ему отказать. Я пытался, но безуспешно..."
positive,Статус в точку! молодець Нася они такие!
neutral,майские встречи 2011 002.MOV
neutral,Предание о древни украх)))
neutral,лови тогда ещё)))
neutral,друзья!! кто недавно ездил на Украину на машине -нужна консультация))
neutral,"еще раз здрасте всем))) суть того что я хочю устроить: вы мне задоёте любые вопросы, какие в голову взбредут, а я на них отвечаю только честно, от вас ничего не требуется) Хочю только зметить, что вопросы могу покалечить вас больше чем меня..."
neutral,"Праздник приходит даже туда, где всегда +30"
neutral,"я помню движение губ,
прикосновенье руками,
я слышал что время стирает все...
Ты слышишь стук сердца - 
это коса нашла на камень...
и нет не пичали... не зла..
не гордости, не обиды...
есть только северный ветер
и он разбудит меня..."
neutral,"Был сегодня на презентации в ""Гараже"", пощупал #YotaPhone — этот матовый e-link экран реально клевая штука. 

Apple, конечно, вряд ли напрягся, но гордость за «первый русский айфон» если не проснулась, то открыла правый глаз, посмотрела на часы и поняла, что пора вставать. Если вы еще хотите обменять свой глючный андройд на айфон — самое время обратить внимание на #Yphone. 

Хотя может они все глючные."
neutral,Это же Спаркс!
positive,офигенная)
negative,хах! я вообще вон еще до понедельника не бухаю из-за антибиотиков а сеня на др идти и проявлять силу воли!((((
positive,Самый красивый фонтан в мире!!!
positive,"подруг
Я люблю свою подругу! Лишь она
может вынести десятичасовые
рассказы о том какой он плохой и
как я его люблю!"
neutral,До и после)))
neutral,"дашечка, нормально? ты не расстроена?"
positive,Мой младший братишка 💪💪💪😊😊😊
neutral,Вот вышел приказ!!!:)
positive,Фиона рулит
neutral,"Народ, хочу с вами поделиться короткой, но любопытной историей. Это 100% реальные события, ничего не выдумал и не приукрасил."
neutral,все присягу принял. началась военная жизнь
positive,ни чо так))
neutral,"Разрушения от урагана ""Сэнди"" в Нью-Йорке (ВИДЕО)"
neutral,"Мужчины!)Милые и дорогие)Что ж вы меня так веселите-то своим нелепым поведением?))Вы не устали еще творить х*йню?)) Серьезно, в следующий раз, когда меня спросят, почему у меня мужика нет, я буду свою краткую биографию пересказывать)Чтоб поржали и отстали с этим нелепым вопросом)"
negative,"Это каким нужно быть мудаком, чтобы врубить в 7 утра Кадышеву и гонять ее на весь подъезд до сих пор???"
positive,Моя ласточка
negative,"Отец, что же это за нахуй?"
neutral,Наша будущая совместная игра=)
neutral,слышал популярна она
neutral,Слушаем комментируем ваше мнение очень важно для нас Rington & Wilora - Настоящая)))
neutral,1 комент приз
neutral,"мое счастье продлиться ровно 14 дней....и все-таки я вернусь обратно
...."
positive,Вот кого я хочу
neutral,"Я выбрал расу ""Демон""!"
neutral,Утиная охота
positive,С  Любимым  сынулей!!!
negative,"По-моему, порядочность медленно, но верно становится атавизмом. Но, может быть, это только мне так не везет)"
neutral,"природа наделила меня талантом так рассказать любую шутку,чтоб никто не смеялся =)"
positive,работается о нее - просто класс :)
neutral,"Умение прощать - свойство сильных. Слабые никогда не прощают.
© Махатма Ганди"
neutral,"Никто не знает, что где и как Герман Молчанов?"
neutral,Потребительская корзина и мы)) Ты няш-няш
negative,"Запилишь , пизды получишь"
neutral,"Пост вовсе не смешной, на самом деле."
neutral,Не каждый поймет =D
neutral,Майнкрафт vs Копатель.Эпичная Рэп Битва в Майнкрафте!
negative,"Протянул белке пустую руку, а она оказалась настолько любопытной, что аж навернула пару кругов по моей ладони своими когтистыми лапками.
Неудобно получилось, нужно что-то взять в следующий раз."
positive,ммм Да.. Прикольна авочка!
positive, Наконец выложили ))))
neutral,"Отдаю за символическую плату бывший в употреблении монитор Samsung SyncMaster 753DFX примерно 2002 года, конечно, заметно севший, но, тем не менее, рабочий.
Интерфейсный кабель в комплекте, силовой тоже (несъемный).
Как говорится, ково люблю, тово дарю!
Полтава. Самовывоз."
neutral,"Таак, а где выпуск в 20.30?) И вашпе, куда дели Виталия Плужникова(не видно 3-ью неделю уже) ?)
А? Кто мне ответит??))))"
neutral,Артём Дорохов предложил сфотографировать содержимое своих сумок
positive,"САМЫЙ ЛУЧШИЙ ИЗ МУЖЧИН!!!!!!Никто не умеет так делать меня счастливой,как ты....Я счастлива,что Бог мне подарил ТЕБЯ...Я безумно люблю тебя.................."
neutral,Пробежал свой второй марафон. Зеленоградский Зимний БИН марафон 2013 (Закрытие сезона) Результат 4.31.34
neutral,а я думала на выборы вообще не идти....теперь пойду))))
neutral,Землетрясение и цунами в Японии 11.03.2011.mp4
neutral,"скоро новый год, а настроение совсем не новогоднее
что же делать
СНИМАТЬ ТРУСЫ И БЕЖАТЬ НА УЛИЦУ,И ПРЫГАТЬ В СНЕГ :DDDDDD"
neutral,о том чтоб снова встречатся
positive,"ой, тащусь)"
neutral,"Друзья, у кого есть CoralDraw? Нужно сконвертировать .cdr в .eps или .ai"
neutral,до конца смотри там пиздец фраза
negative,ДАЙТЕ КТО НИБУДЬ ЯРИКУ В ЛОБ ЧТОБ ОН ВЫЁБЫВАЛСЯ ПОМЕНЬШЕ
neutral,"Теория: самодовольство пропорционально минус второй производной количества владельцев телевизоров по времени. 

"
positive,"и кто бы что,не говорил.....знай что,ты лучшая...."
neutral,"Я спокоен только в двух случаяx, когда она со мной и когда она дома"
neutral,вот это ты полюбому:D
positive,С любимой малышкой 11 лет назад*_*
neutral,я бы была самой богатой девочкой в мире
negative,"* * * 
До свиданья, друг мой, до свиданья.
Милый мой, ты у меня в груди.
Предназначенное расставанье
Обещает встречу впереди.

До свиданья, друг мой, без руки, без слова,
Не грусти и не печаль бровей,-
В этой жизни умирать не ново,
Но и жить, конечно, не новей.
1925"
positive,"А вот еще одна отличная игра, от русских разработчиков. Сама игра бесплатная, версия без рекламы — 33 руб. in-app.

"
positive,Спокойная хорошая песенка))) Обожаю её)))
negative,семки - зло!!!! у меня уже губы болят!
neutral,=как и говорила=
neutral,Котя и Райт
neutral,"Странно что вконтактике никто не упоминает, что рано утром будет уникальное событие 6ч 7м 8с 9.10.11 про которое весь твиттер жужжит))"
positive,самы самые:*
neutral,"Можно быть рядом, находясь за тысячи километров друг от друга, и бесконечно далеко, сидя на   одном диване."
positive,"Если в твоей жизни появился человек, с которым ты забываешь прошлое, значит этот человек – твоё будущее😊ради которого стоит жить!!!!☺😉"
neutral,"Виталий, вы почему не спите?))"
neutral,"Реальность данного мира, созданная волей Всевышнего, прекрасна всегда, а 

неприглядной или уродливой ее делает лишь призма нашего взгляда. Чем 

незамутненней взор, тем красивее мир. Видимо, поэтому дети улыбаются чаще 

взрослых. 


 Андрей Белянин ( , « Посрамитель 

шайтана ( »"
positive,"Хочу, чтоб все просто перестали врать!"
neutral,в школе тебе бы поучиться
neutral,"У Вас есть четыре цифры ""2"", ""3"", ""4"" и ""5"" и знаки ""+"" и ""="" расположить так, что бы получился арифметический пример!;)"
neutral,"Вернулся со второго заброса,
Видел крыс, череп, дядек, школоту,
Семь свастанов и один лабарум."
negative,"""Полиция разоблачила банду поставщиков санкционного сыра"".

Просто задумайтесь в каком пи***це вы живете: полиция, банда, сыр. Не кокаин, СЫР."
neutral,"Вино несет и яд, и мед, 
И рабство, и свободу. 
Цены вину не знает тот, 
Кто пьет его, как воду."
neutral,Лего идет в ногу со временем
positive,"Сейчас я завидую больше всего тем , у кого любимый человек рядом."
neutral,Не ставь точку там где сердце ставит запятую!!!
neutral,что-то детство вспомнилось))
positive,"Чувак, я скучать ! (:"
negative,"земля снегом укуталась...
ей как и мне холодно,
она тоже запуталась...
мое сердце так голодно.

и эта нехватка реальности
добивает остатки души моей.
устала от этой буквальности - 
не жди доброты от людей...© V.S."
neutral,так мне тебя напоминает!!!!!!!!!
neutral,Лето нужно проводить с Ксюшей 😋
neutral,"ДЕВОЧКИ ДАВАЙТЕ СОБЕРЕМ КОРОБ. ТАКИХ КРОССОВОЧЕК! ЦЕНА ШТУЧНО 1550РУБ. ЕСЛИ КОРОБОМ ОПТ. 1100РУБ!!! Размеры : 36/37/38/38/39/39/40/41 
МАЛОМЕРЯТ НА РАЗМЕР! не забываем прибавлять 15% орг. сбор! доставка 100 руб
забиваем размеры ниже под объявлением!"
positive,"Малышь, я скучаю"
negative,Ска...вы что офигели...добавили себе мою видюху...!!! обалдели!!!!!!!!!
neutral,"Немного о еврейском понимании свободы слова. Вот выложил на стене еврейской группы ссылку на статью о истоках их национального праздника. Через час был уже в бане, а сообщений и след простыл, хоть все было без мата и оскорблений, строго по существу. Для наглядности сделал скрины каждого посещения)"
